trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.4, 'e': 0.999}",25,0,-166.64934012200973,"{0: 16, 1: 0, 2: 6, 3: 0, 4: 3}",0
2,False,"{'a': 0.4, 'e': 0.998}",20,0,-92.3668676895284,"{0: 11, 1: 5, 2: 2, 3: 1, 4: 1}",0
3,False,"{'a': 0.4, 'e': 0.997}",20,0,-103.0886841327349,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
4,False,"{'a': 0.4, 'e': 0.996}",30,0,-99.1540242890712,"{0: 20, 1: 4, 2: 4, 3: 1, 4: 1}",0
5,False,"{'a': 0.4, 'e': 0.995}",20,0,-99.1384190094787,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
6,False,"{'a': 0.4, 'e': 0.994}",20,12,-70.5048417366175,"{0: 4, 1: 0, 2: 2, 3: 1, 4: 1}",1
7,False,"{'a': 0.4, 'e': 0.993}",25,0,-172.38336893853673,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 3}",0
8,False,"{'a': 0.4, 'e': 0.992}",30,0,-249.7957938782022,"{0: 12, 1: 6, 2: 7, 3: 2, 4: 3}",0
9,False,"{'a': 0.4, 'e': 0.991}",20,0,-64.55055152977825,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
10,False,"{'a': 0.4, 'e': 0.99}",25,0,-131.78248304194858,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
11,False,"{'a': 0.4, 'e': 0.989}",20,0,-40.76589311685255,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
12,False,"{'a': 0.4, 'e': 0.988}",20,0,-127.5495215631778,"{0: 11, 1: 4, 2: 2, 3: 1, 4: 2}",0
13,False,"{'a': 0.4, 'e': 0.987}",25,0,-133.2023589440859,"{0: 15, 1: 1, 2: 6, 3: 2, 4: 1}",0
14,False,"{'a': 0.4, 'e': 0.986}",25,0,-287.8415249150945,"{0: 11, 1: 0, 2: 8, 3: 1, 4: 5}",0
15,False,"{'a': 0.4, 'e': 0.985}",20,0,-120.11638607522364,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 2}",0
16,False,"{'a': 0.4, 'e': 0.984}",25,0,-87.77556925363055,"{0: 15, 1: 5, 2: 4, 3: 0, 4: 1}",0
17,False,"{'a': 0.4, 'e': 0.983}",25,0,-190.35511598800377,"{0: 14, 1: 4, 2: 2, 3: 2, 4: 3}",0
18,False,"{'a': 0.4, 'e': 0.982}",30,2,-54.35574056730047,"{0: 19, 1: 2, 2: 7, 3: 0, 4: 0}",1
19,False,"{'a': 0.4, 'e': 0.981}",35,0,-95.58116304302405,"{0: 22, 1: 9, 2: 3, 3: 0, 4: 1}",0
20,False,"{'a': 0.4, 'e': 0.98}",20,0,-167.7635614647713,"{0: 11, 1: 3, 2: 2, 3: 1, 4: 3}",0
21,False,"{'a': 0.4, 'e': 0.979}",20,14,-8.017463572152032,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
22,False,"{'a': 0.4, 'e': 0.978}",25,0,-126.60523591194642,"{0: 13, 1: 4, 2: 6, 3: 1, 4: 1}",0
23,False,"{'a': 0.4, 'e': 0.977}",25,0,-179.47962831686476,"{0: 14, 1: 1, 2: 7, 3: 0, 4: 3}",0
24,False,"{'a': 0.4, 'e': 0.976}",25,0,-138.2100846750727,"{0: 15, 1: 1, 2: 7, 3: 0, 4: 2}",0
25,False,"{'a': 0.4, 'e': 0.975}",25,8,-168.2234903449344,"{0: 8, 1: 0, 2: 6, 3: 0, 4: 3}",1
26,False,"{'a': 0.4, 'e': 0.974}",25,0,-67.77881243005066,"{0: 18, 1: 2, 2: 3, 3: 2, 4: 0}",0
27,False,"{'a': 0.4, 'e': 0.973}",20,0,-181.64464159818937,"{0: 12, 1: 2, 2: 1, 3: 1, 4: 4}",0
28,False,"{'a': 0.4, 'e': 0.972}",20,0,-128.9885149864138,"{0: 6, 1: 5, 2: 7, 3: 2, 4: 0}",0
29,False,"{'a': 0.4, 'e': 0.971}",20,0,-91.33878058009573,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
30,False,"{'a': 0.4, 'e': 0.97}",25,0,-89.1085766366277,"{0: 14, 1: 4, 2: 6, 3: 1, 4: 0}",0
31,False,"{'a': 0.4, 'e': 0.969}",20,0,-50.953486900654795,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
32,False,"{'a': 0.4, 'e': 0.968}",20,0,-9.192460004228199,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
33,False,"{'a': 0.4, 'e': 0.967}",25,0,-87.69242547411758,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
34,False,"{'a': 0.4, 'e': 0.966}",25,0,-90.08192736859625,"{0: 15, 1: 3, 2: 5, 3: 2, 4: 0}",0
35,False,"{'a': 0.4, 'e': 0.965}",20,6,-64.97787590204916,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 1}",1
36,False,"{'a': 0.4, 'e': 0.964}",20,0,-137.49419495869134,"{0: 12, 1: 1, 2: 3, 3: 2, 4: 2}",0
37,False,"{'a': 0.4, 'e': 0.963}",30,0,-106.38073773195599,"{0: 20, 1: 3, 2: 5, 3: 1, 4: 1}",0
38,False,"{'a': 0.4, 'e': 0.962}",25,0,-72.8958417159747,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
39,False,"{'a': 0.4, 'e': 0.961}",25,0,-143.98234273930788,"{0: 13, 1: 4, 2: 4, 3: 3, 4: 1}",0
40,False,"{'a': 0.4, 'e': 0.96}",20,0,-61.60960917592089,"{0: 12, 1: 7, 2: 0, 3: 0, 4: 1}",0
41,False,"{'a': 0.4, 'e': 0.959}",20,0,-94.66828030133216,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
42,False,"{'a': 0.4, 'e': 0.958}",30,7,-121.41652940385323,"{0: 13, 1: 4, 2: 4, 3: 0, 4: 2}",1
43,False,"{'a': 0.4, 'e': 0.957}",25,0,-65.54328495166956,"{0: 17, 1: 3, 2: 3, 3: 2, 4: 0}",0
44,False,"{'a': 0.4, 'e': 0.956}",30,0,-154.13781591188075,"{0: 21, 1: 0, 2: 6, 3: 0, 4: 3}",0
45,False,"{'a': 0.4, 'e': 0.955}",25,0,-55.24561795868186,"{0: 17, 1: 4, 2: 3, 3: 1, 4: 0}",0
46,False,"{'a': 0.4, 'e': 0.954}",20,0,-172.56441431648008,"{0: 7, 1: 7, 2: 2, 3: 2, 4: 2}",0
47,False,"{'a': 0.4, 'e': 0.953}",20,2,-50.853820385862164,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 0}",1
48,False,"{'a': 0.4, 'e': 0.952}",30,10,-91.99894647180943,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",1
49,False,"{'a': 0.4, 'e': 0.951}",20,0,-118.40733299403566,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",0
50,False,"{'a': 0.4, 'e': 0.95}",20,0,-113.16700268111583,"{0: 11, 1: 3, 2: 3, 3: 2, 4: 1}",0
51,False,"{'a': 0.4, 'e': 0.949}",30,0,-243.75611756462172,"{0: 17, 1: 3, 2: 3, 3: 3, 4: 4}",0
52,False,"{'a': 0.4, 'e': 0.948}",25,0,-108.92914797715096,"{0: 14, 1: 2, 2: 6, 3: 3, 4: 0}",0
53,False,"{'a': 0.4, 'e': 0.947}",30,0,-136.0914292820726,"{0: 18, 1: 3, 2: 6, 3: 2, 4: 1}",0
54,False,"{'a': 0.4, 'e': 0.946}",25,0,-163.07504277421023,"{0: 10, 1: 7, 2: 6, 3: 0, 4: 2}",0
55,False,"{'a': 0.4, 'e': 0.945}",25,0,-7.828161689955548,"{0: 20, 1: 4, 2: 1, 3: 0, 4: 0}",0
56,False,"{'a': 0.4, 'e': 0.944}",30,0,-82.46620029674912,"{0: 21, 1: 4, 2: 3, 3: 1, 4: 1}",0
57,False,"{'a': 0.4, 'e': 0.943}",25,0,-210.82086266960943,"{0: 14, 1: 3, 2: 3, 3: 1, 4: 4}",0
58,False,"{'a': 0.4, 'e': 0.942}",25,0,-74.86570803617765,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
59,False,"{'a': 0.4, 'e': 0.941}",20,15,1.5940671513303015,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
60,False,"{'a': 0.4, 'e': 0.94}",20,0,-25.598162798534865,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
61,False,"{'a': 0.4, 'e': 0.939}",20,0,-136.94358818708858,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
62,False,"{'a': 0.4, 'e': 0.938}",20,0,-60.35482817150306,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
63,False,"{'a': 0.4, 'e': 0.9369999999999999}",20,14,-31.572761800862246,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
64,False,"{'a': 0.4, 'e': 0.9359999999999999}",20,0,-62.959899032288476,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
65,False,"{'a': 0.4, 'e': 0.9349999999999999}",20,12,-10.452920593872513,"{0: 5, 1: 2, 2: 1, 3: 0, 4: 0}",1
66,False,"{'a': 0.4, 'e': 0.9339999999999999}",30,0,-203.86573383656892,"{0: 17, 1: 2, 2: 6, 3: 2, 4: 3}",0
67,False,"{'a': 0.4, 'e': 0.9329999999999999}",20,0,-113.43126180712031,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
68,False,"{'a': 0.4, 'e': 0.9319999999999999}",20,0,-156.19196725334302,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
69,False,"{'a': 0.4, 'e': 0.9309999999999999}",35,16,-39.763108580242715,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 0}",1
70,False,"{'a': 0.4, 'e': 0.9299999999999999}",25,11,-70.29503992068393,"{0: 9, 1: 2, 2: 1, 3: 1, 4: 1}",1
71,False,"{'a': 0.4, 'e': 0.9289999999999999}",20,0,-168.5082858410324,"{0: 7, 1: 3, 2: 6, 3: 3, 4: 1}",0
72,False,"{'a': 0.4, 'e': 0.9279999999999999}",25,0,-95.83099542560015,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
73,False,"{'a': 0.4, 'e': 0.9269999999999999}",25,15,-18.97209474728975,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
74,False,"{'a': 0.4, 'e': 0.9259999999999999}",20,6,-75.58742465210712,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 2}",1
75,False,"{'a': 0.4, 'e': 0.9249999999999999}",30,0,-142.4758689125453,"{0: 18, 1: 3, 2: 7, 3: 0, 4: 2}",0
76,False,"{'a': 0.4, 'e': 0.9239999999999999}",25,12,-46.6677757339587,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 1}",1
77,False,"{'a': 0.4, 'e': 0.9229999999999999}",20,0,-198.0236921798254,"{0: 10, 1: 1, 2: 4, 3: 2, 4: 3}",0
78,False,"{'a': 0.4, 'e': 0.9219999999999999}",20,0,-106.2091925659847,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
79,False,"{'a': 0.4, 'e': 0.9209999999999999}",20,0,-62.567969005960066,"{0: 12, 1: 4, 2: 2, 3: 2, 4: 0}",0
80,False,"{'a': 0.4, 'e': 0.9199999999999999}",35,6,-141.29829441341292,"{0: 18, 1: 3, 2: 5, 3: 1, 4: 2}",1
81,False,"{'a': 0.4, 'e': 0.9189999999999999}",30,0,-138.12514668196553,"{0: 15, 1: 7, 2: 6, 3: 1, 4: 1}",0
82,False,"{'a': 0.4, 'e': 0.9179999999999999}",30,0,-178.73097459821628,"{0: 16, 1: 7, 2: 3, 3: 1, 4: 3}",0
83,False,"{'a': 0.4, 'e': 0.9169999999999999}",30,0,-196.51416334903914,"{0: 19, 1: 3, 2: 4, 3: 0, 4: 4}",0
84,False,"{'a': 0.4, 'e': 0.9159999999999999}",20,8,-14.870243100401364,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 0}",1
85,False,"{'a': 0.4, 'e': 0.9149999999999999}",30,12,-32.161046619186735,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 0}",1
86,False,"{'a': 0.4, 'e': 0.9139999999999999}",25,0,-70.3579603354366,"{0: 18, 1: 4, 2: 0, 3: 3, 4: 0}",0
87,False,"{'a': 0.4, 'e': 0.9129999999999999}",20,0,-111.51638253707853,"{0: 10, 1: 1, 2: 6, 3: 3, 4: 0}",0
88,False,"{'a': 0.4, 'e': 0.9119999999999999}",25,0,-136.0737887981865,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
89,False,"{'a': 0.4, 'e': 0.9109999999999999}",25,0,-71.1519447540111,"{0: 16, 1: 5, 2: 3, 3: 0, 4: 1}",0
90,False,"{'a': 0.4, 'e': 0.9099999999999999}",25,0,-83.76536514579423,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
91,False,"{'a': 0.4, 'e': 0.9089999999999999}",35,0,-248.65264632039984,"{0: 19, 1: 4, 2: 5, 3: 4, 4: 3}",0
92,False,"{'a': 0.4, 'e': 0.9079999999999999}",20,0,-92.41353021442625,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
93,False,"{'a': 0.4, 'e': 0.9069999999999999}",20,10,-16.99338061097378,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
94,False,"{'a': 0.4, 'e': 0.9059999999999999}",25,0,-110.06282339525792,"{0: 11, 1: 3, 2: 11, 3: 0, 4: 0}",0
95,False,"{'a': 0.4, 'e': 0.9049999999999999}",20,0,-41.96576811711432,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
96,False,"{'a': 0.4, 'e': 0.9039999999999999}",20,1,-133.72768453994183,"{0: 7, 1: 7, 2: 3, 3: 0, 4: 2}",1
97,False,"{'a': 0.4, 'e': 0.9029999999999999}",25,0,-143.4307893896673,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
98,False,"{'a': 0.4, 'e': 0.9019999999999999}",25,0,-91.06816911347684,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
99,False,"{'a': 0.4, 'e': 0.9009999999999999}",30,10,-88.20494066009358,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",1
100,False,"{'a': 0.4, 'e': 0.8999999999999999}",20,4,-29.517365747040163,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 0}",1
101,False,"{'a': 0.4, 'e': 0.8989999999999999}",25,0,-204.4079917441166,"{0: 14, 1: 2, 2: 5, 3: 0, 4: 4}",0
102,False,"{'a': 0.4, 'e': 0.8979999999999999}",20,12,-27.75676332374906,"{0: 5, 1: 1, 2: 1, 3: 1, 4: 0}",1
103,False,"{'a': 0.4, 'e': 0.8969999999999999}",25,0,-115.72957607408509,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
104,False,"{'a': 0.4, 'e': 0.8959999999999999}",25,0,-107.39100300015684,"{0: 15, 1: 4, 2: 3, 3: 2, 4: 1}",0
105,False,"{'a': 0.4, 'e': 0.8949999999999999}",30,0,-106.31431379738638,"{0: 21, 1: 4, 2: 3, 3: 0, 4: 2}",0
106,False,"{'a': 0.4, 'e': 0.8939999999999999}",25,0,-220.32976968347913,"{0: 12, 1: 4, 2: 4, 3: 1, 4: 4}",0
107,False,"{'a': 0.4, 'e': 0.8929999999999999}",25,0,-132.27771576888136,"{0: 13, 1: 3, 2: 7, 3: 1, 4: 1}",0
108,False,"{'a': 0.4, 'e': 0.8919999999999999}",25,0,-47.325411207429276,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
109,False,"{'a': 0.4, 'e': 0.8909999999999999}",20,0,-112.15402573870799,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
110,False,"{'a': 0.4, 'e': 0.8899999999999999}",30,0,-106.01899823020577,"{0: 18, 1: 3, 2: 7, 3: 2, 4: 0}",0
111,False,"{'a': 0.4, 'e': 0.8889999999999999}",25,0,-133.0201940731562,"{0: 13, 1: 6, 2: 4, 3: 0, 4: 2}",0
112,False,"{'a': 0.4, 'e': 0.8879999999999999}",20,9,-2.983429347589972,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
113,False,"{'a': 0.4, 'e': 0.8869999999999999}",20,0,-181.5178709127959,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 3}",0
114,False,"{'a': 0.4, 'e': 0.8859999999999999}",30,0,-105.72006010383238,"{0: 23, 1: 1, 2: 3, 3: 1, 4: 2}",0
115,False,"{'a': 0.4, 'e': 0.8849999999999999}",25,0,-96.37809396508295,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
116,False,"{'a': 0.4, 'e': 0.8839999999999999}",30,0,-162.1659180698092,"{0: 19, 1: 3, 2: 5, 3: 0, 4: 3}",0
117,False,"{'a': 0.4, 'e': 0.8829999999999999}",20,0,-115.40611283917565,"{0: 11, 1: 5, 2: 2, 3: 0, 4: 2}",0
118,False,"{'a': 0.4, 'e': 0.8819999999999999}",20,7,-54.568979322070035,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 1}",1
119,False,"{'a': 0.4, 'e': 0.8809999999999999}",20,0,-41.51193311980429,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
120,False,"{'a': 0.4, 'e': 0.8799999999999999}",25,0,-125.68735177670484,"{0: 15, 1: 3, 2: 3, 3: 3, 4: 1}",0
121,False,"{'a': 0.4, 'e': 0.8789999999999999}",30,12,-101.46294224323606,"{0: 9, 1: 3, 2: 4, 3: 1, 4: 1}",1
122,False,"{'a': 0.4, 'e': 0.8779999999999999}",25,0,-123.61711044172601,"{0: 13, 1: 3, 2: 8, 3: 0, 4: 1}",0
123,False,"{'a': 0.4, 'e': 0.8769999999999999}",35,7,-151.00775013024375,"{0: 16, 1: 4, 2: 5, 3: 1, 4: 2}",1
124,False,"{'a': 0.4, 'e': 0.8759999999999999}",25,0,-222.851520101694,"{0: 12, 1: 2, 2: 6, 3: 2, 4: 3}",0
125,False,"{'a': 0.4, 'e': 0.8749999999999999}",20,11,-47.766628295995474,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 1}",1
126,False,"{'a': 0.4, 'e': 0.8739999999999999}",20,0,-168.1740724557062,"{0: 9, 1: 1, 2: 7, 3: 1, 4: 2}",0
127,False,"{'a': 0.4, 'e': 0.8729999999999999}",25,0,-141.82374260776587,"{0: 14, 1: 4, 2: 2, 3: 4, 4: 1}",0
128,False,"{'a': 0.4, 'e': 0.8719999999999999}",25,4,-64.84444842696098,"{0: 13, 1: 4, 2: 2, 3: 2, 4: 0}",1
129,False,"{'a': 0.4, 'e': 0.8709999999999999}",25,0,-175.6466598695652,"{0: 13, 1: 4, 2: 5, 3: 0, 4: 3}",0
130,False,"{'a': 0.4, 'e': 0.8699999999999999}",20,0,-156.70635858057764,"{0: 12, 1: 2, 2: 0, 3: 4, 4: 2}",0
131,False,"{'a': 0.4, 'e': 0.8689999999999999}",25,17,0.4320558508096397,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.4, 'e': 0.8679999999999999}",25,0,-129.8138192326263,"{0: 14, 1: 4, 2: 3, 3: 3, 4: 1}",0
133,False,"{'a': 0.4, 'e': 0.8669999999999999}",25,0,-186.15238262017215,"{0: 16, 1: 2, 2: 2, 3: 1, 4: 4}",0
134,False,"{'a': 0.4, 'e': 0.8659999999999999}",20,0,-102.14373229681402,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
135,False,"{'a': 0.4, 'e': 0.8649999999999999}",20,9,1.6076397661521535,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
136,False,"{'a': 0.4, 'e': 0.8639999999999999}",25,0,-99.91115570379645,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
137,False,"{'a': 0.4, 'e': 0.8629999999999999}",35,0,-79.25053368773155,"{0: 24, 1: 2, 2: 9, 3: 0, 4: 0}",0
138,False,"{'a': 0.4, 'e': 0.8619999999999999}",25,0,-69.12368069677137,"{0: 17, 1: 5, 2: 2, 3: 0, 4: 1}",0
139,False,"{'a': 0.4, 'e': 0.8609999999999999}",25,0,-144.52582539953335,"{0: 14, 1: 0, 2: 8, 3: 2, 4: 1}",0
140,False,"{'a': 0.4, 'e': 0.8599999999999999}",30,18,-4.901711254695744,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
141,False,"{'a': 0.4, 'e': 0.8589999999999999}",20,0,-66.15166752970967,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
142,False,"{'a': 0.4, 'e': 0.8579999999999999}",20,0,-160.7225539868042,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
143,False,"{'a': 0.4, 'e': 0.8569999999999999}",30,0,-106.13059617319574,"{0: 21, 1: 3, 2: 4, 3: 0, 4: 2}",0
144,False,"{'a': 0.4, 'e': 0.8559999999999999}",25,10,-9.517325964734074,"{0: 11, 1: 3, 2: 1, 3: 0, 4: 0}",1
145,False,"{'a': 0.4, 'e': 0.8549999999999999}",20,0,-48.4913754221068,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
146,False,"{'a': 0.4, 'e': 0.8539999999999999}",30,9,-294.13681166795857,"{0: 8, 1: 1, 2: 6, 3: 0, 4: 6}",1
147,False,"{'a': 0.4, 'e': 0.8529999999999999}",30,0,-234.13239180225318,"{0: 17, 1: 3, 2: 4, 3: 2, 4: 4}",0
148,False,"{'a': 0.4, 'e': 0.8519999999999999}",20,8,-20.097028810764034,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
149,False,"{'a': 0.4, 'e': 0.8509999999999999}",25,0,-160.3629484300998,"{0: 14, 1: 2, 2: 5, 3: 2, 4: 2}",0
150,False,"{'a': 0.4, 'e': 0.8499999999999999}",20,0,-210.84402347430952,"{0: 7, 1: 3, 2: 6, 3: 1, 4: 3}",0
151,False,"{'a': 0.4, 'e': 0.8489999999999999}",20,16,5.375666908281602,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.4, 'e': 0.8479999999999999}",25,0,-169.25511904954874,"{0: 14, 1: 4, 2: 3, 3: 1, 4: 3}",0
153,False,"{'a': 0.4, 'e': 0.8469999999999999}",30,0,-23.666059436719834,"{0: 23, 1: 4, 2: 3, 3: 0, 4: 0}",0
154,False,"{'a': 0.4, 'e': 0.8459999999999999}",20,0,-73.13276213123058,"{0: 13, 1: 4, 2: 1, 3: 1, 4: 1}",0
155,False,"{'a': 0.4, 'e': 0.8449999999999999}",20,0,-99.02899781704865,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
156,False,"{'a': 0.4, 'e': 0.8439999999999999}",20,0,-49.866465377390675,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
157,False,"{'a': 0.4, 'e': 0.8429999999999999}",20,0,-88.51857284985654,"{0: 13, 1: 5, 2: 0, 3: 0, 4: 2}",0
158,False,"{'a': 0.4, 'e': 0.8419999999999999}",20,0,-79.08725290113665,"{0: 13, 1: 3, 2: 0, 3: 4, 4: 0}",0
159,False,"{'a': 0.4, 'e': 0.8409999999999999}",30,14,-49.52173838549883,"{0: 11, 1: 3, 2: 1, 3: 0, 4: 1}",1
160,False,"{'a': 0.4, 'e': 0.8399999999999999}",20,0,-89.25043681369812,"{0: 8, 1: 6, 2: 5, 3: 1, 4: 0}",0
161,False,"{'a': 0.4, 'e': 0.8389999999999999}",20,1,-42.32065366417514,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 1}",1
162,False,"{'a': 0.4, 'e': 0.8379999999999999}",25,7,-71.05716413552986,"{0: 12, 1: 3, 2: 1, 3: 1, 4: 1}",1
163,False,"{'a': 0.4, 'e': 0.8369999999999999}",20,0,-49.62718422005984,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
164,False,"{'a': 0.4, 'e': 0.8359999999999999}",30,0,-51.496892287485,"{0: 23, 1: 3, 2: 2, 3: 2, 4: 0}",0
165,False,"{'a': 0.4, 'e': 0.8349999999999999}",25,0,-126.30242405216312,"{0: 15, 1: 3, 2: 3, 3: 3, 4: 1}",0
166,False,"{'a': 0.4, 'e': 0.8339999999999999}",30,0,-143.24083838841165,"{0: 18, 1: 5, 2: 4, 3: 1, 4: 2}",0
167,False,"{'a': 0.4, 'e': 0.8329999999999999}",20,0,-123.81371659619249,"{0: 9, 1: 1, 2: 9, 3: 0, 4: 1}",0
168,False,"{'a': 0.4, 'e': 0.8319999999999999}",30,0,-132.43922355599017,"{0: 18, 1: 5, 2: 3, 3: 3, 4: 1}",0
169,False,"{'a': 0.4, 'e': 0.8309999999999998}",20,0,-54.23606324078912,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
170,False,"{'a': 0.4, 'e': 0.8299999999999998}",20,0,-39.82518052270455,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
171,False,"{'a': 0.4, 'e': 0.8289999999999998}",20,0,-72.0125812765929,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
172,False,"{'a': 0.4, 'e': 0.8279999999999998}",20,8,-39.62493949201089,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
173,False,"{'a': 0.4, 'e': 0.8269999999999998}",20,13,10.409552154460242,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.4, 'e': 0.8259999999999998}",25,0,-60.338894626618774,"{0: 18, 1: 1, 2: 4, 3: 2, 4: 0}",0
175,False,"{'a': 0.4, 'e': 0.8249999999999998}",30,11,-104.49281195459147,"{0: 9, 1: 5, 2: 3, 3: 1, 4: 1}",1
176,False,"{'a': 0.4, 'e': 0.8239999999999998}",20,0,-41.17893873188339,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
177,False,"{'a': 0.4, 'e': 0.8229999999999998}",30,0,-173.52918652776523,"{0: 16, 1: 1, 2: 10, 3: 2, 4: 1}",0
178,False,"{'a': 0.4, 'e': 0.8219999999999998}",20,0,-50.42991181098601,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
179,False,"{'a': 0.4, 'e': 0.8209999999999998}",20,5,-0.34758230150897473,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
180,False,"{'a': 0.4, 'e': 0.8199999999999998}",20,1,-227.33308371634038,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 5}",1
181,False,"{'a': 0.4, 'e': 0.8189999999999998}",30,0,-266.86207651847934,"{0: 15, 1: 4, 2: 4, 3: 3, 4: 4}",0
182,False,"{'a': 0.4, 'e': 0.8179999999999998}",25,0,-137.7595797352689,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
183,False,"{'a': 0.4, 'e': 0.8169999999999998}",25,0,-82.5213543896145,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
184,False,"{'a': 0.4, 'e': 0.8159999999999998}",30,0,-207.44465075733083,"{0: 17, 1: 2, 2: 6, 3: 2, 4: 3}",0
185,False,"{'a': 0.4, 'e': 0.8149999999999998}",30,0,-107.95729503626,"{0: 19, 1: 5, 2: 3, 3: 2, 4: 1}",0
186,False,"{'a': 0.4, 'e': 0.8139999999999998}",20,12,-5.508153375927349,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
187,False,"{'a': 0.4, 'e': 0.8129999999999998}",20,0,-41.946443438595075,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
