trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
782,False,"{'a': 0.4, 'e': 0.2179999999999993}",20,15,10.698387069923559,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
783,False,"{'a': 0.4, 'e': 0.2169999999999993}",25,10,16.7576751406197,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
784,False,"{'a': 0.4, 'e': 0.2159999999999993}",20,4,-80.89046074784241,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 2}",1
785,False,"{'a': 0.4, 'e': 0.2149999999999993}",20,3,15.657837205072973,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
786,False,"{'a': 0.4, 'e': 0.2139999999999993}",30,15,18.16036924821346,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
787,False,"{'a': 0.4, 'e': 0.2129999999999993}",25,8,-7.014418855535114,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
788,False,"{'a': 0.4, 'e': 0.2119999999999993}",20,12,-10.593891954375811,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
789,False,"{'a': 0.4, 'e': 0.2109999999999993}",25,0,39.630071916197714,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
790,False,"{'a': 0.4, 'e': 0.2099999999999993}",25,9,-9.64394170443369,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 0}",1
791,False,"{'a': 0.4, 'e': 0.2089999999999993}",25,1,30.594979686749465,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
792,False,"{'a': 0.4, 'e': 0.2079999999999993}",20,14,-30.357225018916488,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
793,False,"{'a': 0.4, 'e': 0.2069999999999993}",25,17,-15.077063424989866,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
794,False,"{'a': 0.4, 'e': 0.2059999999999993}",20,11,14.978382154542011,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
795,False,"{'a': 0.4, 'e': 0.2049999999999993}",20,9,17.65993878095992,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
796,False,"{'a': 0.4, 'e': 0.2039999999999993}",20,14,10.557097227963618,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
797,False,"{'a': 0.4, 'e': 0.2029999999999993}",25,15,-22.139192849133277,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
798,False,"{'a': 0.4, 'e': 0.2019999999999993}",30,0,-110.70909191775291,"{0: 24, 1: 1, 2: 2, 3: 0, 4: 3}",0
799,False,"{'a': 0.4, 'e': 0.2009999999999993}",25,13,21.532539360018394,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
800,False,"{'a': 0.4, 'e': 0.1999999999999993}",20,10,-34.93737594805184,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
801,False,"{'a': 0.4, 'e': 0.1989999999999993}",20,0,-49.47710451219795,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
802,False,"{'a': 0.4, 'e': 0.1979999999999993}",30,7,-50.877070930060604,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 2}",1
803,False,"{'a': 0.4, 'e': 0.1969999999999993}",20,0,27.490410803932768,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
804,False,"{'a': 0.4, 'e': 0.19599999999999929}",20,0,-39.44126763425266,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
805,False,"{'a': 0.4, 'e': 0.19499999999999929}",25,16,16.34487333118859,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
806,False,"{'a': 0.4, 'e': 0.19399999999999928}",30,18,22.277999410570796,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
807,False,"{'a': 0.4, 'e': 0.19299999999999928}",30,19,8.851467081714858,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
808,False,"{'a': 0.4, 'e': 0.19199999999999928}",20,0,-47.304811321965566,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
809,False,"{'a': 0.4, 'e': 0.19099999999999928}",20,12,-18.798989898298952,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 0}",1
810,False,"{'a': 0.4, 'e': 0.18999999999999928}",20,8,19.610738865107187,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
811,False,"{'a': 0.4, 'e': 0.18899999999999928}",25,0,34.15886148795463,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
812,False,"{'a': 0.4, 'e': 0.18799999999999928}",30,20,20.68118855494465,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
813,False,"{'a': 0.4, 'e': 0.18699999999999928}",30,13,26.499076784263977,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
814,False,"{'a': 0.4, 'e': 0.18599999999999928}",20,0,-7.533449166393453,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
815,False,"{'a': 0.4, 'e': 0.18499999999999928}",20,13,13.972276067165062,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
816,False,"{'a': 0.4, 'e': 0.18399999999999928}",30,18,2.104136739480328,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
817,False,"{'a': 0.4, 'e': 0.18299999999999927}",20,8,-4.589235461205586,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
818,False,"{'a': 0.4, 'e': 0.18199999999999927}",30,11,30.466886500990974,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
819,False,"{'a': 0.4, 'e': 0.18099999999999927}",20,0,27.80811879544158,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
820,False,"{'a': 0.4, 'e': 0.17999999999999927}",25,5,2.3135612750868724,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
821,False,"{'a': 0.4, 'e': 0.17899999999999927}",25,17,4.642621896802671,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
822,False,"{'a': 0.4, 'e': 0.17799999999999927}",30,13,27.88239395714237,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
823,False,"{'a': 0.4, 'e': 0.17699999999999927}",20,12,3.143193772727833,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
824,False,"{'a': 0.4, 'e': 0.17599999999999927}",25,12,12.071498530277442,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
825,False,"{'a': 0.4, 'e': 0.17499999999999927}",20,6,13.92413351817872,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
826,False,"{'a': 0.4, 'e': 0.17399999999999927}",30,15,17.98787087391225,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
827,False,"{'a': 0.4, 'e': 0.17299999999999927}",20,0,18.681727529261213,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
828,False,"{'a': 0.4, 'e': 0.17199999999999926}",20,4,14.814558783594608,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
829,False,"{'a': 0.4, 'e': 0.17099999999999926}",20,12,16.704973147566864,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
830,False,"{'a': 0.4, 'e': 0.16999999999999926}",20,8,7.295741885503962,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
831,False,"{'a': 0.4, 'e': 0.16899999999999926}",30,20,20.066537626162408,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
832,False,"{'a': 0.4, 'e': 0.16799999999999926}",20,13,13.89470116088938,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
833,False,"{'a': 0.4, 'e': 0.16699999999999926}",20,15,9.827509356232508,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
834,False,"{'a': 0.4, 'e': 0.16599999999999926}",20,12,-12.570468309620837,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
835,False,"{'a': 0.4, 'e': 0.16499999999999926}",20,13,-0.09588291435325491,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
836,False,"{'a': 0.4, 'e': 0.16399999999999926}",20,3,5.602974734866588,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
837,False,"{'a': 0.4, 'e': 0.16299999999999926}",20,12,14.401449414834326,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
838,False,"{'a': 0.4, 'e': 0.16199999999999926}",20,9,19.70828300083717,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
839,False,"{'a': 0.4, 'e': 0.16099999999999925}",30,14,-7.092939741920469,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
840,False,"{'a': 0.4, 'e': 0.15999999999999925}",25,3,32.5429554330563,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
841,False,"{'a': 0.4, 'e': 0.15899999999999925}",20,16,8.46026477574683,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
842,False,"{'a': 0.4, 'e': 0.15799999999999925}",30,20,11.847351258963306,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
843,False,"{'a': 0.4, 'e': 0.15699999999999925}",30,11,22.631628386926042,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
844,False,"{'a': 0.4, 'e': 0.15599999999999925}",20,6,-31.911446418624063,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
845,False,"{'a': 0.4, 'e': 0.15499999999999925}",30,17,15.977580414714804,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
846,False,"{'a': 0.4, 'e': 0.15399999999999925}",20,13,15.24964160352647,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
847,False,"{'a': 0.4, 'e': 0.15299999999999925}",20,15,10.097550249986904,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
848,False,"{'a': 0.4, 'e': 0.15199999999999925}",25,20,8.849619009734447,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
849,False,"{'a': 0.4, 'e': 0.15099999999999925}",20,14,14.079270491999324,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
850,False,"{'a': 0.4, 'e': 0.14999999999999925}",25,3,31.4321764091496,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
851,False,"{'a': 0.4, 'e': 0.14899999999999924}",25,7,-0.4070692208131945,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
852,False,"{'a': 0.4, 'e': 0.14799999999999924}",20,2,-19.00573001185213,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
853,False,"{'a': 0.4, 'e': 0.14699999999999924}",20,1,-15.604850167866747,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
854,False,"{'a': 0.4, 'e': 0.14599999999999924}",20,16,7.380778050090429,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
855,False,"{'a': 0.4, 'e': 0.14499999999999924}",35,6,36.056375233736276,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 0}",1
856,False,"{'a': 0.4, 'e': 0.14399999999999924}",30,10,30.78786680514249,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
857,False,"{'a': 0.4, 'e': 0.14299999999999924}",20,13,14.255660001815857,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
858,False,"{'a': 0.4, 'e': 0.14199999999999924}",25,14,9.410883069670444,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
859,False,"{'a': 0.4, 'e': 0.14099999999999924}",25,20,8.38046467365838,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
860,False,"{'a': 0.4, 'e': 0.13999999999999924}",20,13,5.127060595948567,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
861,False,"{'a': 0.4, 'e': 0.13899999999999924}",20,12,-5.298993054849452,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
862,False,"{'a': 0.4, 'e': 0.13799999999999923}",20,10,4.9195994617941725,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
863,False,"{'a': 0.4, 'e': 0.13699999999999923}",25,18,11.536029915488442,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
864,False,"{'a': 0.4, 'e': 0.13599999999999923}",30,13,10.465198369134605,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
865,False,"{'a': 0.4, 'e': 0.13499999999999923}",20,12,-29.015957653420635,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
866,False,"{'a': 0.4, 'e': 0.13399999999999923}",20,0,15.728491450944224,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
867,False,"{'a': 0.4, 'e': 0.13299999999999923}",25,10,11.489775533669434,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
868,False,"{'a': 0.4, 'e': 0.13199999999999923}",20,6,9.065030394635642,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
869,False,"{'a': 0.4, 'e': 0.13099999999999923}",30,24,11.232805315363226,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
870,False,"{'a': 0.4, 'e': 0.12999999999999923}",20,12,-26.331379457667662,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
871,False,"{'a': 0.4, 'e': 0.12899999999999923}",25,7,6.26354384023309,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
872,False,"{'a': 0.4, 'e': 0.12799999999999923}",30,13,32.25953623383935,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
873,False,"{'a': 0.4, 'e': 0.12699999999999922}",25,8,-10.519468487591295,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
874,False,"{'a': 0.4, 'e': 0.12599999999999922}",30,17,7.940575054243285,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
875,False,"{'a': 0.4, 'e': 0.12499999999999922}",35,25,8.57146450021596,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
876,False,"{'a': 0.4, 'e': 0.12399999999999922}",25,15,18.95672161772267,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
877,False,"{'a': 0.4, 'e': 0.12299999999999922}",20,16,7.42822800756123,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
878,False,"{'a': 0.4, 'e': 0.12199999999999922}",20,3,14.794825163336375,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
879,False,"{'a': 0.4, 'e': 0.12099999999999922}",20,9,15.51347637815761,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
880,False,"{'a': 0.4, 'e': 0.11999999999999922}",20,7,-8.942549115176195,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
881,False,"{'a': 0.4, 'e': 0.11899999999999922}",25,16,17.967156748792604,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
882,False,"{'a': 0.4, 'e': 0.11799999999999922}",25,13,21.41568536778013,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
883,False,"{'a': 0.4, 'e': 0.11699999999999922}",25,7,22.881144318066042,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
884,False,"{'a': 0.4, 'e': 0.11599999999999921}",20,16,6.667660278940581,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
885,False,"{'a': 0.4, 'e': 0.11499999999999921}",25,16,14.870408578538994,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
886,False,"{'a': 0.4, 'e': 0.11399999999999921}",20,4,31.202902056252583,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
887,False,"{'a': 0.4, 'e': 0.11299999999999921}",25,14,-23.170251856841567,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
888,False,"{'a': 0.4, 'e': 0.11199999999999921}",25,14,11.915744455557167,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
889,False,"{'a': 0.4, 'e': 0.11099999999999921}",20,0,21.420912596066895,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
890,False,"{'a': 0.4, 'e': 0.10999999999999921}",20,2,26.533859971748967,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
891,False,"{'a': 0.4, 'e': 0.10899999999999921}",30,18,21.394023954038055,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
892,False,"{'a': 0.4, 'e': 0.10799999999999921}",35,22,25.353902200166722,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
893,False,"{'a': 0.4, 'e': 0.1069999999999992}",20,15,9.57129929228935,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
894,False,"{'a': 0.4, 'e': 0.1059999999999992}",30,1,16.473992544614852,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 0}",1
895,False,"{'a': 0.4, 'e': 0.1049999999999992}",20,11,13.809148753411257,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
896,False,"{'a': 0.4, 'e': 0.1039999999999992}",30,5,10.659424488157065,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",1
897,False,"{'a': 0.4, 'e': 0.1029999999999992}",20,13,12.72933473754349,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
898,False,"{'a': 0.4, 'e': 0.1019999999999992}",25,13,7.286996620819856,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
899,False,"{'a': 0.4, 'e': 0.1009999999999992}",35,8,25.2225988989182,"{0: 25, 1: 0, 2: 2, 3: 0, 4: 0}",1
900,False,"{'a': 0.4, 'e': 0.0999999999999992}",30,8,32.52403039430403,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
901,False,"{'a': 0.4, 'e': 0.0989999999999992}",25,3,40.00276368114167,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
902,False,"{'a': 0.4, 'e': 0.0979999999999992}",25,11,21.64573324210506,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
903,False,"{'a': 0.4, 'e': 0.0969999999999992}",20,14,9.433475859509205,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
904,False,"{'a': 0.4, 'e': 0.0959999999999992}",25,18,14.273901509659353,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
905,False,"{'a': 0.4, 'e': 0.0949999999999992}",30,16,28.090659435267547,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
906,False,"{'a': 0.4, 'e': 0.0939999999999992}",25,19,12.521447757995599,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
907,False,"{'a': 0.4, 'e': 0.0929999999999992}",20,7,21.65714898845001,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
908,False,"{'a': 0.4, 'e': 0.0919999999999992}",25,3,35.65459428306551,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
909,False,"{'a': 0.4, 'e': 0.09099999999999919}",30,12,-29.83573788640628,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
910,False,"{'a': 0.4, 'e': 0.08999999999999919}",20,15,10.19888277495649,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
911,False,"{'a': 0.4, 'e': 0.08899999999999919}",25,18,-28.296850430016562,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
912,False,"{'a': 0.4, 'e': 0.08799999999999919}",25,6,26.800603749137814,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
913,False,"{'a': 0.4, 'e': 0.08699999999999919}",35,8,44.03170317253794,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
914,False,"{'a': 0.4, 'e': 0.08599999999999919}",20,10,19.56832530862301,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
915,False,"{'a': 0.4, 'e': 0.08499999999999919}",20,8,22.783103192617098,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
916,False,"{'a': 0.4, 'e': 0.08399999999999919}",25,14,6.487394265096202,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
917,False,"{'a': 0.4, 'e': 0.08299999999999919}",30,13,-0.45098234592652076,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
918,False,"{'a': 0.4, 'e': 0.08199999999999918}",20,15,9.565453102904275,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
919,False,"{'a': 0.4, 'e': 0.08099999999999918}",20,9,-19.136282551656954,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
920,False,"{'a': 0.4, 'e': 0.07999999999999918}",20,10,17.958726376434747,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
921,False,"{'a': 0.4, 'e': 0.07899999999999918}",30,16,21.62930307960372,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
922,False,"{'a': 0.4, 'e': 0.07799999999999918}",20,0,9.965468840711626,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
923,False,"{'a': 0.4, 'e': 0.07699999999999918}",25,19,12.16925439549567,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
924,False,"{'a': 0.4, 'e': 0.07599999999999918}",30,3,48.07489632441647,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
925,False,"{'a': 0.4, 'e': 0.07499999999999918}",30,8,42.23221716979803,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
926,False,"{'a': 0.4, 'e': 0.07399999999999918}",25,12,28.151338922203266,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
927,False,"{'a': 0.4, 'e': 0.07299999999999918}",20,13,14.147987080364034,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
928,False,"{'a': 0.4, 'e': 0.07199999999999918}",25,15,21.34663112754831,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
929,False,"{'a': 0.4, 'e': 0.07099999999999917}",25,19,12.546404416779406,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
930,False,"{'a': 0.4, 'e': 0.06999999999999917}",25,18,15.426654508286981,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
931,False,"{'a': 0.4, 'e': 0.06899999999999917}",25,15,10.488580820847366,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
932,False,"{'a': 0.4, 'e': 0.06799999999999917}",20,16,8.269674038102387,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
933,False,"{'a': 0.4, 'e': 0.06699999999999917}",30,12,21.087621518539272,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
934,False,"{'a': 0.4, 'e': 0.06599999999999917}",20,12,14.955691220398624,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
935,False,"{'a': 0.4, 'e': 0.06499999999999917}",25,15,22.22902526199897,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
936,False,"{'a': 0.4, 'e': 0.06399999999999917}",30,20,0.5456845638147498,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
937,False,"{'a': 0.4, 'e': 0.06299999999999917}",30,22,13.124122984306544,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
938,False,"{'a': 0.4, 'e': 0.06199999999999917}",20,12,15.134875512458528,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
939,False,"{'a': 0.4, 'e': 0.060999999999999166}",30,13,31.761192748944303,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
940,False,"{'a': 0.4, 'e': 0.059999999999999165}",30,21,16.35660468050676,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
941,False,"{'a': 0.4, 'e': 0.058999999999999164}",30,19,23.261496310914847,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
942,False,"{'a': 0.4, 'e': 0.05799999999999916}",20,14,9.329148926394948,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
943,False,"{'a': 0.4, 'e': 0.05699999999999916}",20,11,10.601743401836455,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
944,False,"{'a': 0.4, 'e': 0.05599999999999916}",20,11,15.73507644176793,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
945,False,"{'a': 0.4, 'e': 0.05499999999999916}",20,15,10.317501727022352,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
946,False,"{'a': 0.4, 'e': 0.05399999999999916}",25,11,27.88399787092105,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
947,False,"{'a': 0.4, 'e': 0.05299999999999916}",20,13,13.605237676952047,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
948,False,"{'a': 0.4, 'e': 0.05199999999999916}",25,12,23.22474444645534,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
949,False,"{'a': 0.4, 'e': 0.05099999999999916}",25,17,13.465372454562642,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
950,False,"{'a': 0.4, 'e': 0.049999999999999156}",20,8,24.103721725975966,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,17,14.883418088920193,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,10,17.990610510380336,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",30,16,30.420378616299697,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",35,18,34.035780324491846,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",30,18,20.60879882861109,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,10,18.999678484581953,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",30,9,37.42561992022866,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,10,19.50645055995309,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,8,20.226320399321082,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,16,7.905822133789756,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
